GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43
0500000US01097,01097,"Mobile County, Alabama",313670,403,29146,2620,284524,2701,147652,364,26666,2429,120986,2474,46887,253,1453,781,45434,858,50393,317,7202,1419,43191,1456,25338,385,6271,1238,19067,1228,15728,308,6278,870,9450,867,9306,409,5462,616,3844,733,166018,338,2480,993,163538,1051,49293,296,457,499,48836,594,55706,262,1299,746,54407,829,27316,272,577,343,26739,437,18833,307,18,31,18815,309,14870,171,129,154,14741,234
0500000US01101,01101,"Montgomery County, Alabama",170039,534,18088,1805,151951,1760,77868,458,16090,1685,61778,1697,27218,583,1663,789,25555,1021,26639,597,5001,1110,21638,1305,12070,99,3363,610,8707,610,7237,120,3285,671,3952,712,4704,192,2778,374,1926,374,92171,283,1998,604,90173,687,29775,379,537,469,29238,594,30295,619,706,353,29589,727,14591,64,575,272,14016,267,9434,568,69,109,9365,545,8076,2,111,128,7965,129
0500000US01103,01103,"Morgan County, Alabama",91914,158,7821,1233,84093,1247,44434,324,7612,1225,36822,1280,12917,862,243,273,12674,879,15890,875,2075,790,13815,1275,7602,287,1793,604,5809,692,4853,110,1562,486,3291,483,3172,178,1939,332,1233,353,47480,285,209,181,47271,327,12005,846,55,91,11950,853,16672,834,0,192,16672,834,8156,333,69,113,8087,362,5748,325,51,85,5697,330,4899,168,34,57,4865,178
0500000US01115,01115,"St. Clair County, Alabama",66540,968,6096,1245,60444,1528,32601,1178,5864,1228,26737,1682,9544,964,341,266,9203,995,11772,647,1174,648,10598,853,5718,455,1383,512,4335,658,3608,154,1757,652,1851,632,1959,165,1209,322,750,387,33939,808,232,301,33707,842,8970,606,0,192,8970,606,11973,427,232,301,11741,521,6356,475,0,192,6356,475,4015,219,0,192,4015,219,2625,192,0,192,2625,192
0500000US01117,01117,"Shelby County, Alabama",153020,680,13404,1409,139616,1591,72914,567,12070,1237,60844,1362,20708,516,770,577,19938,750,29404,686,3657,850,25747,951,11456,402,1936,549,9520,608,7695,415,3107,528,4588,695,3651,192,2600,344,1051,344,80106,433,1334,620,78772,745,21403,490,0,192,21403,490,31294,657,1029,538,30265,858,13228,296,73,73,13155,310,8641,519,0,192,8641,519,5540,226,232,258,5308,350
0500000US01121,01121,"Talladega County, Alabama",63169,648,5213,965,57956,1101,30750,1033,4797,1008,25953,1398,8546,1431,251,301,8295,1453,11238,532,1608,674,9630,886,5424,60,879,369,4545,373,3546,197,908,355,2638,411,1996,196,1151,395,845,377,32419,453,416,315,32003,565,8560,324,118,192,8442,383,10936,98,180,190,10756,218,5801,192,53,88,5748,88,4035,192,0,192,4035,192,3087,86,65,101,3022,129
0500000US01125,01125,"Tuscaloosa County, Alabama",158260,482,11461,1343,146799,1470,75506,582,10612,1295,64894,1449,33030,623,618,479,32412,766,21772,550,2785,649,18987,803,10893,297,2550,691,8343,749,6206,340,2391,637,3815,697,3605,336,2268,389,1337,455,82754,326,849,486,81905,581,34031,654,437,376,33594,749,23744,472,241,252,23503,562,11833,189,60,103,11773,216,7053,146,69,81,6984,168,6093,84,42,71,6051,107
0500000US01127,01127,"Walker County, Alabama",50711,304,5225,880,45486,881,24271,173,5179,870,19092,847,6187,292,513,328,5674,391,8599,262,735,390,7864,440,4275,126,1395,490,2880,485,3251,146,1359,440,1892,404,1959,173,1177,326,782,295,26440,154,46,77,26394,169,6268,264,0,192,6268,264,8737,254,46,77,8691,274,4680,171,0,192,4680,171,3762,149,0,192,3762,149,2993,192,0,192,2993,192
0500000US02020,02020,"Anchorage Municipality, Alaska",216997,1291,25885,2481,191112,2494,109154,1294,22140,1948,87014,2080,40705,1392,3295,1087,37410,1651,38206,682,7280,1275,30926,1492,18314,530,4759,1032,13555,1131,7802,479,3969,695,3833,672,4127,482,2837,660,1290,648,107843,640,3745,1057,104098,1124,38323,604,918,615,37405,796,39391,571,1827,681,37564,898,16794,458,623,374,16171,479,8052,595,0,147,8052,595,5283,531,377,298,4906,510
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",69631,1275,9464,1675,60167,1903,35512,1171,8523,1660,26989,1788,14330,1327,2262,986,12068,1418,11860,774,2349,864,9511,1164,5498,318,2096,754,3402,718,3102,613,1350,565,1752,654,722,493,466,412,256,296,34119,563,941,477,33178,715,13548,849,401,418,13147,898,11415,835,382,273,11033,849,5298,408,0,147,5298,408,2572,508,158,188,2414,535,1286,182,0,147,1286,182
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",68359,195,10128,896,58231,955,35452,334,8860,833,26592,923,11391,378,817,250,10574,416,13173,285,3082,550,10091,594,6509,162,2157,372,4352,388,3127,137,1878,321,1249,296,1252,84,926,160,326,162,32907,297,1268,359,31639,425,10310,217,650,297,9660,345,12375,290,373,189,12002,310,5960,228,230,175,5730,295,2665,173,15,25,2650,169,1597,159,0,147,1597,159
0500000US04001,04001,"Apache County, Arizona",50649,5,3327,714,47322,713,24906,265,3147,713,21759,682,8517,575,461,460,8056,481,8252,575,456,204,7796,549,4053,263,819,369,3234,308,2125,399,905,270,1220,375,1959,398,506,329,1453,521,25743,265,180,112,25563,292,8193,460,25,41,8168,462,8118,52,83,72,8035,92,4490,362,72,77,4418,372,2617,348,0,203,2617,348,2325,311,0,203,2325,311
0500000US04003,04003,"Cochise County, Arizona",96555,752,17001,1436,79554,1588,49303,950,15254,1277,34049,1485,13748,830,738,399,13010,812,15258,603,4058,1002,11200,1057,8280,275,3130,689,5150,670,7108,328,3875,652,3233,627,4909,219,3453,490,1456,445,47252,638,1747,702,45505,879,11164,479,601,531,10563,753,14481,310,497,386,13984,462,8711,439,528,318,8183,511,7305,242,78,121,7227,277,5591,229,43,74,5548,245
0500000US04005,04005,"Coconino County, Arizona",106872,398,7809,1343,99063,1381,52610,624,6856,1173,45754,1278,22452,795,687,408,21765,923,15170,810,1450,706,13720,1036,7906,511,1394,567,6512,714,4573,339,2011,498,2562,600,2509,325,1314,326,1195,421,54262,486,953,536,53309,648,22903,537,53,102,22850,549,15730,558,604,441,15126,517,8137,386,55,67,8082,388,4576,307,195,258,4381,378,2916,371,46,77,2870,386
0500000US04013,04013,"Maricopa County, Arizona",2989560,867,261193,6811,2728367,6888,1462722,778,240582,6194,1222140,6266,487678,748,20711,2511,466967,2494,525054,518,52049,3458,473005,3574,208480,147,47245,3053,161235,3095,143880,102,59981,2514,83899,2510,97630,103,60596,2158,37034,2179,1526838,436,20611,2177,1506227,2214,468376,340,4078,1274,464298,1323,531395,291,9034,1511,522361,1503,230437,161,4112,838,226325,856,165274,174,1143,405,164131,428,131356,80,2244,852,129112,842
0500000US04015,04015,"Mohave County, Arizona",164297,578,25935,2315,138362,2481,82490,701,23996,2074,58494,2257,16937,612,1485,596,15452,842,24196,914,3446,1140,20750,1459,15211,114,4046,976,11165,963,15752,521,8545,1225,7207,1220,10394,387,6474,880,3920,861,81807,514,1939,832,79868,949,15945,744,545,475,15400,844,22686,663,797,576,21889,816,16469,215,210,181,16259,295,16096,527,81,135,16015,550,10611,313,306,263,10305,456
0500000US04017,04017,"Navajo County, Arizona",77139,137,8435,1021,68704,1049,38215,92,7543,906,30672,910,11733,51,224,167,11509,179,12356,50,1918,631,10438,625,6277,188,1155,401,5122,447,4915,156,2528,496,2387,476,2934,206,1718,329,1216,240,38924,183,892,442,38032,474,10735,356,275,239,10460,461,12317,380,421,434,11896,642,7107,216,79,107,7028,223,5320,236,90,109,5230,265,3445,226,27,46,3418,236
0500000US04019,04019,"Pima County, Arizona",772845,1190,88781,4017,684064,4173,375128,1216,79482,3454,295646,3586,121334,1340,5415,1070,115919,1832,117314,719,17710,1953,99604,1940,59383,4,14931,1537,44452,1536,44374,478,18924,1481,25450,1457,32723,478,22502,1163,10221,1109,397717,340,9299,1611,388418,1635,118652,198,1394,661,117258,666,118747,207,3950,940,114797,969,66374,74,1735,656,64639,662,51219,91,1013,414,50206,413,42725,2,1207,533,41518,534
0500000US04021,04021,"Pinal County, Arizona",291045,437,33749,2681,257296,2733,152787,519,31608,2468,121179,2537,45764,1066,1987,814,43777,1284,53141,1104,8410,1254,44731,1637,21326,559,5144,917,16182,952,20898,500,9841,1153,11057,1186,11658,301,6226,848,5432,906,138258,330,2141,810,136117,871,36889,654,108,140,36781,673,43595,648,1006,590,42589,827,24121,421,599,410,23522,528,21710,431,211,183,21499,477,11943,210,217,190,11726,254
0500000US04025,04025,"Yavapai County, Arizona",176856,528,25010,2243,151846,2370,85274,616,23257,2112,62017,2188,17471,707,429,410,17042,799,22360,579,3184,1076,19176,1072,17669,263,3900,1025,13769,1023,16523,552,8499,1110,8024,1124,11251,467,7245,861,4006,940,91582,331,1753,783,89829,875,16457,1023,44,72,16413,1032,23485,863,406,445,23079,970,21339,596,340,297,20999,663,17588,499,767,548,16821,634,12713,305,196,213,12517,356
0500000US04027,04027,"Yuma County, Arizona",144437,852,14503,1257,129934,1389,72820,882,13551,1175,59269,1314,25453,781,1618,570,23835,851,21642,525,2880,666,18762,658,9488,288,1850,513,7638,511,8516,157,3121,615,5395,599,7721,164,4082,595,3639,584,71617,288,952,397,70665,485,22029,311,322,248,21707,365,22199,304,263,201,21936,376,9918,155,151,118,9767,178,9596,140,25,42,9571,144,7875,227,191,140,7684,274
0500000US05007,05007,"Benton County, Arkansas",172438,207,16652,1702,155786,1710,84551,330,15254,1639,69297,1648,27285,431,1539,616,25746,713,31872,444,3733,876,28139,938,12220,381,2748,840,9472,936,7716,187,4023,786,3693,796,5458,129,3211,508,2247,502,87887,372,1398,597,86489,667,26124,718,45,72,26079,727,32301,629,522,292,31779,705,12522,482,622,487,11900,641,9281,369,96,118,9185,391,7659,424,113,119,7546,439
0500000US05031,05031,"Craighead County, Arkansas",76394,340,6912,1143,69482,1224,36907,499,6557,1140,30350,1225,13750,864,1138,745,12612,890,12268,750,889,546,11379,930,5317,279,1768,568,3549,573,3489,276,1332,454,2157,436,2083,192,1430,360,653,360,39487,491,355,298,39132,583,12828,508,102,146,12726,525,13389,528,103,181,13286,568,6046,334,136,170,5910,358,3977,135,14,27,3963,143,3247,101,0,192,3247,101
0500000US05045,05045,"Faulkner County, Arkansas",90755,283,6896,1050,83859,1077,43026,859,6267,1003,36759,1197,17452,680,359,316,17093,702,14152,755,1401,528,12751,954,5494,201,1374,491,4120,439,3776,300,2174,535,1602,528,2152,175,959,371,1193,414,47729,812,629,332,47100,801,19348,1201,108,130,19240,1207,14754,499,295,221,14459,545,6116,231,80,95,6036,241,4178,337,49,86,4129,348,3333,209,97,153,3236,196
0500000US05051,05051,"Garland County, Arkansas",77021,990,11575,1921,65446,1641,36953,1131,10334,1783,26619,1435,8989,1343,1078,1170,7911,617,11494,709,2327,761,9167,896,6760,490,1610,745,5150,789,5580,363,2826,595,2754,618,4130,279,2493,456,1637,494,40068,500,1241,678,38827,872,8816,423,0,192,8816,423,12104,450,371,312,11733,478,7340,341,633,538,6707,623,6447,444,40,67,6407,445,5361,383,197,304,5164,486
0500000US05069,05069,"Jefferson County, Arkansas",56004,223,4721,861,51283,876,26992,220,3949,663,23043,704,8639,417,177,209,8462,474,9068,428,976,430,8092,575,4693,192,736,278,3957,278,2886,192,1121,365,1765,365,1706,192,939,215,767,215,29012,154,772,437,28240,447,8292,347,0,192,8292,347,9331,315,639,395,8692,418,5227,133,133,138,5094,176,3286,95,0,192,3286,95,2876,2,0,192,2876,2
0500000US05085,05085,"Lonoke County, Arkansas",50623,497,6768,1041,43855,1159,24145,583,5516,849,18629,950,7123,591,795,444,6328,740,9372,393,1744,519,7628,643,3830,204,1289,405,2541,435,2404,117,851,430,1553,418,1416,151,837,285,579,236,26478,268,1252,595,25226,637,7650,424,281,273,7369,484,9925,315,684,437,9241,559,4009,224,158,180,3851,280,2785,210,129,157,2656,211,2109,221,0,192,2109,221
0500000US05119,05119,"Pulaski County, Arkansas",296163,960,31369,3197,264794,3325,139361,1185,27363,2673,111998,2934,47219,1350,3098,1051,44121,1709,47382,1046,8124,1867,39258,1861,23371,656,5592,833,17779,938,13330,279,5919,776,7411,773,8059,332,4630,577,3429,579,156802,811,4006,1365,152796,1551,48066,1339,755,420,47311,1334,53184,1073,2089,1120,51095,1520,26070,430,926,751,25144,847,15792,381,112,114,15680,404,13690,258,124,145,13566,293
0500000US05125,05125,"Saline County, Arkansas",86302,522,10570,1639,75732,1719,42431,878,9526,1385,32905,1602,11803,1205,116,131,11687,1213,15259,896,2549,1039,12710,1115,6145,75,1284,516,4861,521,5720,314,3117,563,2603,625,3504,322,2460,509,1044,407,43871,987,1044,676,42827,1110,11602,767,191,294,11411,802,14943,704,464,519,14479,722,6933,224,86,142,6847,290,6192,339,113,192,6079,386,4201,196,190,219,4011,296
0500000US05131,05131,"Sebastian County, Arkansas",95494,186,9780,1420,85714,1452,46375,385,8824,1296,37551,1335,15527,993,713,422,14814,997,15227,960,1432,689,13795,1137,7970,461,2467,774,5503,849,4786,353,2238,541,2548,547,2865,225,1974,360,891,429,49119,329,956,489,48163,548,14233,901,259,279,13974,980,16940,901,313,265,16627,892,8157,368,384,289,7773,458,5071,181,0,192,5071,181,4718,251,0,192,4718,251
0500000US05143,05143,"Washington County, Arkansas",161472,6,9768,1416,151704,1416,79683,655,9343,1379,70340,1418,32907,1038,1221,846,31686,1134,27252,1039,2407,776,24845,1019,9933,517,1797,570,8136,760,6012,287,1818,570,4194,663,3579,33,2100,376,1479,380,81789,656,425,270,81364,692,31556,626,100,120,31456,609,26288,813,266,210,26022,855,11347,598,59,92,11288,591,7082,332,0,192,7082,332,5516,174,0,192,5516,174
0500000US05145,05145,"White County, Arkansas",60027,212,4852,1104,55175,1079,28834,413,4703,1111,24131,1105,9683,455,380,347,9303,589,9656,334,1597,657,8059,734,4290,295,485,336,3805,409,3233,296,1005,465,2228,391,1972,87,1236,298,736,286,31193,445,149,190,31044,504,10074,564,0,192,10074,564,9720,288,149,190,9571,347,4422,114,0,192,4422,114,3875,268,0,192,3875,268,3102,350,0,192,3102,350
0500000US06001,06001,"Alameda County, California",1233943,602,58391,3139,1175552,3202,597724,491,54280,3026,543444,3066,196768,515,3987,988,192781,1061,226412,336,10346,1477,216066,1582,91221,4,10782,1476,80439,1476,50767,224,14611,1403,36156,1434,32556,224,14554,1056,18002,1017,636219,236,4111,859,632108,927,197402,390,289,200,197113,413,231504,383,1460,607,230044,793,98468,236,1059,490,97409,559,58967,300,641,290,58326,442,49878,274,662,275,49216,381
0500000US06007,06007,"Butte County, California",176908,48,15319,1788,161589,1782,86907,173,13929,1580,72978,1607,31960,582,627,489,31333,741,24248,591,1803,639,22445,790,14094,258,3103,758,10991,845,9713,313,4123,751,5590,798,6892,292,4273,536,2619,534,90001,165,1390,687,88611,718,29645,389,459,517,29186,618,24604,389,228,282,24376,476,15400,335,186,156,15214,357,10154,325,297,315,9857,402,10198,421,220,199,9978,452
0500000US06013,06013,"Contra Costa County, California",832760,444,50992,3087,781768,3064,400376,465,47686,2975,352690,2953,115741,640,2810,863,112931,1055,151985,494,9704,1727,142281,1845,66580,202,8030,1097,58550,1084,40172,226,13664,1511,26508,1505,25898,62,13478,1273,12420,1263,432384,192,3306,757,429078,802,113782,411,404,292,113378,485,160426,407,1641,728,158785,816,73090,342,325,233,72765,437,46909,362,269,239,46640,396,38177,103,667,303,37510,314
0500000US06017,06017,"El Dorado County, California",142657,756,14303,1876,128354,1953,70999,791,13432,1781,57567,1984,16890,943,709,440,16181,1078,23586,960,2107,838,21479,1237,15064,763,3154,973,11910,1198,10095,559,4394,826,5701,770,5364,340,3068,615,2296,611,71658,709,871,456,70787,811,15258,729,57,93,15201,733,24995,298,396,271,24599,430,14882,296,221,264,14661,399,9819,332,71,115,9748,358,6704,348,126,162,6578,380
