GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD04,HD01_VD06,HD01_VD08,HD01_VD10,HD01_VD11,HD01_VD13,HD01_VD14,HD01_VD16,HD01_VD17,HD01_VD19,HD01_VD20,HD01_VD22,HD01_VD23,HD01_VD25,HD01_VD27,HD01_VD29,HD01_VD30,HD01_VD32,HD01_VD33,HD01_VD35,HD01_VD36,HD01_VD38,HD01_VD39,HD01_VD41,HD01_VD42
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Veteran,Estimate; Total: - Male:,Estimate; Total: - Male: - Veteran,Estimate; Total: - Male: - 18 to 34 years:,Estimate; Total: - Male: - 18 to 34 years: - Veteran,Estimate; Total: - Male: - 35 to 54 years:,Estimate; Total: - Male: - 35 to 54 years: - Veteran,Estimate; Total: - Male: - 55 to 64 years:,Estimate; Total: - Male: - 55 to 64 years: - Veteran,Estimate; Total: - Male: - 65 to 74 years:,Estimate; Total: - Male: - 65 to 74 years: - Veteran,Estimate; Total: - Male: - 75 years and over:,Estimate; Total: - Male: - 75 years and over: - Veteran,Estimate; Total: - Female:,Estimate; Total: - Female: - Veteran,Estimate; Total: - Female: - 18 to 34 years:,Estimate; Total: - Female: - 18 to 34 years: - Veteran,Estimate; Total: - Female: - 35 to 54 years:,Estimate; Total: - Female: - 35 to 54 years: - Veteran,Estimate; Total: - Female: - 55 to 64 years:,Estimate; Total: - Female: - 55 to 64 years: - Veteran,Estimate; Total: - Female: - 65 to 74 years:,Estimate; Total: - Female: - 65 to 74 years: - Veteran,Estimate; Total: - Female: - 75 years and over:,Estimate; Total: - Female: - 75 years and over: - Veteran
0500000US26075,26075,"Jackson County, Michigan",124078,10125,63295,9530,17567,449,22048,1470,11470,2211,7559,3497,4651,1903,60783,595,15666,98,18977,281,11739,130,7721,86,6680,0
0500000US26077,26077,"Kalamazoo County, Michigan",204641,14288,99023,13283,38118,1019,29677,3207,14896,1963,10276,3756,6056,3338,105618,1005,36936,122,31382,540,16345,180,11295,135,9660,28
0500000US26081,26081,"Kent County, Michigan",482997,29760,234799,27751,80494,2121,79705,5890,38671,4993,21948,7800,13981,6947,248198,2009,80356,482,80980,600,40653,514,24964,289,21245,124
0500000US26087,26087,"Lapeer County, Michigan",69915,6018,36017,5779,9178,263,12538,932,7114,1003,4649,2012,2538,1569,33898,239,7512,0,11515,157,7009,0,4617,0,3245,82
0500000US26091,26091,"Lenawee County, Michigan",77317,6815,38873,6265,10855,373,13232,1162,7037,1095,5042,2243,2707,1392,38444,550,9631,149,11996,170,7312,231,5465,0,4040,0
0500000US26093,26093,"Livingston County, Michigan",147002,10685,73152,10322,18104,686,26173,2335,14759,1369,9181,3371,4935,2561,73850,363,16947,0,26326,243,14707,0,9463,77,6407,43
0500000US26099,26099,"Macomb County, Michigan",680303,51541,326203,48305,93191,3098,113426,9910,59061,9150,37599,14295,22926,11852,354100,3236,90861,744,119522,1328,63268,636,43204,212,37245,316
0500000US26103,26103,"Marquette County, Michigan",53968,5325,27372,5143,9247,228,7462,979,4925,957,3657,1790,2081,1189,26596,182,8643,0,7042,0,4801,61,3356,82,2754,39
0500000US26111,26111,"Midland County, Michigan",65572,5065,31817,4710,8889,163,10845,1174,5738,676,3670,1316,2675,1381,33755,355,8155,0,11138,76,6250,147,4118,132,4094,0
0500000US26115,26115,"Monroe County, Michigan",116339,10548,57257,10067,14854,666,19496,1575,11364,1921,7477,3735,4066,2170,59082,481,13962,0,19983,408,11478,26,7540,47,6119,0
0500000US26121,26121,"Muskegon County, Michigan",132766,12327,65408,11900,19135,960,21981,2387,12043,2862,7732,3189,4517,2502,67358,427,17830,111,21239,145,12798,109,8526,47,6965,15
0500000US26125,26125,"Oakland County, Michigan",975748,54780,469488,51198,133090,2190,164852,8474,85400,8149,54064,16931,32082,15454,506260,3582,127897,405,173281,1553,93026,703,62418,173,49638,748
0500000US26139,26139,"Ottawa County, Michigan",213246,14121,103771,13507,36012,1629,33203,2151,16969,1933,10638,4088,6949,3706,109475,614,36189,112,34538,161,17083,284,11942,43,9723,14
0500000US26145,26145,"Saginaw County, Michigan",150906,12640,72086,11759,21294,463,22586,3338,12768,1917,9234,2750,6204,3291,78820,881,21197,121,23515,339,14422,216,10722,143,8964,62
0500000US26147,26147,"St. Clair County, Michigan",125429,9920,61670,9354,16022,517,20595,1445,12260,1348,7988,3482,4805,2562,63759,566,14329,155,21769,176,12419,79,8563,59,6679,97
0500000US26155,26155,"Shiawassee County, Michigan",53890,4229,26626,4002,7156,310,9000,933,5186,742,3300,1207,1984,810,27264,227,6509,0,9073,47,5176,100,3712,80,2794,0
0500000US26159,26159,"Van Buren County, Michigan",57176,5639,28073,5369,7084,578,9378,657,5683,982,3916,1792,2012,1360,29103,270,6769,101,9604,74,6002,95,3926,0,2802,0
0500000US26161,26161,"Washtenaw County, Michigan",295409,13821,144932,11990,61665,857,42209,2564,20136,1387,13630,3414,7292,3768,150477,1831,59223,282,43197,722,21986,399,15162,248,10909,180
0500000US26163,26163,"Wayne County, Michigan",1329469,76672,627969,71103,195385,3926,215381,14693,111428,12186,66006,22568,39769,17730,701500,5569,200513,882,231584,2417,123372,839,80474,681,65557,750
0500000US27003,27003,"Anoka County, Minnesota",262525,20040,129826,18916,37081,1132,49367,5053,23584,3933,13013,5005,6781,3793,132699,1124,35422,116,48400,608,24102,228,15213,89,9562,83
0500000US27013,27013,"Blue Earth County, Minnesota",53698,4018,26573,3512,12309,379,6577,704,3674,626,2440,989,1573,814,27125,506,11863,98,6574,381,3855,27,2406,0,2427,0
0500000US27019,27019,"Carver County, Minnesota",73539,5289,36270,4985,9862,371,14848,1221,6640,831,3056,1346,1864,1216,37269,304,9885,59,14853,245,6499,0,3224,0,2808,0
0500000US27037,27037,"Dakota County, Minnesota",314230,21449,152468,19755,43687,1631,57047,4218,27449,3375,15547,5071,8738,5460,161762,1694,43266,437,58871,529,28957,442,17510,156,13158,130
0500000US27053,27053,"Hennepin County, Minnesota",959430,54383,470185,50990,161114,3287,161669,9280,76702,8266,43713,15077,26987,15080,489245,3393,156699,894,159839,1209,80708,356,50058,456,41941,478
0500000US27109,27109,"Olmsted County, Minnesota",115361,7995,55813,7416,16928,648,19083,1070,9574,1404,5686,2042,4542,2252,59548,579,17278,0,19395,413,10271,63,6400,57,6204,46
0500000US27123,27123,"Ramsey County, Minnesota",413911,21307,198264,20216,71232,994,64119,3506,31639,3102,19451,6059,11823,6555,215647,1091,73410,171,64484,337,35427,310,22630,210,19696,63
0500000US27131,27131,"Rice County, Minnesota",51537,3536,26621,3292,8791,233,9291,601,4107,621,2660,905,1772,932,24916,244,7904,0,7616,111,4040,12,2878,67,2478,54
0500000US27137,27137,"St. Louis County, Minnesota",161437,14590,80344,13569,25209,701,23290,2592,15348,2667,10284,3844,6213,3765,81093,1021,23217,84,22731,356,15591,342,10281,122,9273,117
0500000US27139,27139,"Scott County, Minnesota",103162,6158,50582,5725,13979,383,21907,1514,8338,1124,4120,1547,2238,1157,52580,433,13602,191,22415,146,9129,0,4315,61,3119,35
0500000US27141,27141,"Sherburne County, Minnesota",67573,6637,34237,5851,10108,520,13929,1712,5634,979,2971,1566,1595,1074,33336,786,9499,100,13234,207,5345,351,3123,128,2135,0
0500000US27145,27145,"Stearns County, Minnesota",120018,9410,60417,8874,22384,953,18378,1348,9610,1631,5886,2730,4159,2212,59601,536,20641,17,17850,222,9334,245,6229,12,5547,40
0500000US27163,27163,"Washington County, Minnesota",190053,14310,93025,13752,25184,608,34657,2426,17014,2591,10195,4482,5975,3645,97028,558,24207,82,35677,215,17895,172,10771,70,8478,19
0500000US27171,27171,"Wright County, Minnesota",95071,6847,47727,6604,12890,706,18910,1580,8272,887,4879,1948,2776,1483,47344,243,12218,0,18556,124,8209,119,4886,0,3475,0
0500000US28033,28033,"DeSoto County, Mississippi",129202,10099,61104,9588,17613,767,24365,3076,9701,2047,6020,2076,3405,1622,68098,511,19010,119,26246,236,10704,156,7108,0,5030,0
0500000US28035,28035,"Forrest County, Mississippi",58473,4711,27021,4285,10685,367,8175,1566,4130,679,2456,1031,1575,642,31452,426,12180,64,9115,243,4314,17,2745,102,3098,0
0500000US28047,28047,"Harrison County, Mississippi",147869,23245,69444,19585,21437,2592,23289,6144,12155,4022,7967,3790,4596,3037,78425,3660,23794,1263,26181,1607,13381,430,8646,241,6423,119
0500000US28049,28049,"Hinds County, Mississippi",181831,12778,82478,11296,29702,394,26583,3371,13452,2030,8075,2503,4666,2998,99353,1482,33143,263,31191,589,16481,299,10341,175,8197,156
0500000US28059,28059,"Jackson County, Mississippi",106485,13586,50785,11169,14534,1125,17914,2948,8996,2472,5858,2542,3483,2082,55700,2417,15704,682,19156,984,9516,318,6800,37,4524,396
0500000US28067,28067,"Jones County, Mississippi",50567,3431,23847,3385,7211,40,7746,707,4117,571,2875,1148,1898,919,26720,46,7601,0,8427,0,4590,46,3471,0,2631,0
0500000US28075,28075,"Lauderdale County, Mississippi",57655,4538,27148,4072,7558,239,9580,849,4662,1043,3528,952,1820,989,30507,466,7938,0,9955,418,5319,48,3812,0,3483,0
0500000US28081,28081,"Lee County, Mississippi",63472,4920,29574,4773,8447,383,10854,1815,5186,164,3294,894,1793,1517,33898,147,9541,0,11502,35,5495,33,3910,79,3450,0
0500000US28089,28089,"Madison County, Mississippi",78400,5152,36299,4698,10902,881,13413,1371,6163,679,3865,1155,1956,612,42101,454,12311,0,14977,454,7016,0,4448,0,3349,0
0500000US28121,28121,"Rankin County, Mississippi",114164,6586,54170,5968,17573,674,19140,1423,8608,663,5695,1854,3154,1354,59994,618,16566,0,21433,82,9897,316,6824,30,5274,190
0500000US29019,29019,"Boone County, Missouri",140324,8724,67200,7500,30223,895,19114,1628,8808,971,5916,2578,3139,1428,73124,1224,31746,438,19973,497,9892,193,6391,96,5122,0
0500000US29021,29021,"Buchanan County, Missouri",68824,7708,34934,7107,11262,1063,11966,1430,5809,1835,3704,1609,2193,1170,33890,601,9373,309,11159,202,5531,83,4158,7,3669,0
0500000US29031,29031,"Cape Girardeau County, Missouri",61650,5332,29623,5104,10575,311,8722,1404,4859,671,3254,1225,2213,1493,32027,228,10674,30,9072,93,5113,7,3599,98,3569,0
0500000US29037,29037,"Cass County, Missouri",77636,8301,37420,8068,10078,738,13425,2090,6606,1226,4347,2159,2964,1855,40216,233,9807,0,13848,64,7162,142,5293,27,4106,0
0500000US29043,29043,"Christian County, Missouri",62528,5811,29805,5592,8025,658,10951,1277,4817,528,3827,1812,2185,1317,32723,219,8780,0,11724,13,5417,59,4084,147,2718,0
0500000US29047,29047,"Clay County, Missouri",180400,17125,87308,15299,25463,616,33328,4983,13798,3099,9714,3515,5005,3086,93092,1826,25612,145,34278,884,15494,517,10051,167,7657,113
0500000US29051,29051,"Cole County, Missouri",59189,5314,29958,5145,9136,333,10755,1370,4862,1130,3399,1476,1806,836,29231,169,7620,0,9894,57,5232,31,3555,81,2930,0
0500000US29071,29071,"Franklin County, Missouri",78961,8724,39129,8130,10541,293,13346,1932,7367,1448,5011,2684,2864,1773,39832,594,9958,198,13155,223,7512,173,5109,0,4098,0
0500000US29077,29077,"Greene County, Missouri",227956,22501,109432,20377,39660,1869,33889,4229,16501,3900,11522,5361,7860,5018,118524,2124,40616,192,33128,1076,18314,307,13709,404,12757,145
0500000US29095,29095,"Jackson County, Missouri",525545,40738,249867,37436,80569,2635,85507,7665,42797,6394,24866,11290,16128,9452,275678,3302,83707,411,88836,555,46806,1016,31004,768,25325,552
0500000US29097,29097,"Jasper County, Missouri",89116,8798,42822,8277,13803,494,14797,2577,6713,1543,4616,2077,2893,1586,46294,521,13549,11,15691,117,7446,146,5288,98,4320,149
0500000US29099,29099,"Jefferson County, Missouri",170891,14999,83944,13948,22850,798,30956,2429,15720,2893,9389,4901,5029,2927,86947,1051,21861,107,31513,476,16154,164,10557,209,6862,95
0500000US29165,29165,"Platte County, Missouri",74514,7163,36502,6446,10196,904,14097,1306,6005,978,4205,2106,1999,1152,38012,717,9953,157,14201,118,6503,379,4375,0,2980,63
0500000US29183,29183,"St. Charles County, Missouri",297469,23678,144783,22283,42766,1265,52416,4919,24872,3465,15481,7056,9248,5578,152686,1395,41566,446,53580,724,26810,148,17226,41,13504,36
0500000US29187,29187,"St. Francois County, Missouri",52678,5744,29365,5490,9470,662,10153,1045,4769,973,3168,1971,1805,839,23313,254,5882,0,7717,149,3976,0,3086,105,2652,0
0500000US29189,29189,"St. Louis County, Missouri",776430,59966,360434,54378,104945,3258,117149,9186,66602,9169,42121,16018,29617,16747,415996,5588,108311,944,131784,2147,75279,1205,52697,426,47925,866
0500000US29510,29510,"St. Louis city, Missouri",249325,16610,118811,15473,45125,1507,38718,3858,19887,3685,9809,4148,5272,2275,130514,1137,47429,0,39676,521,21852,459,11715,114,9842,43
0500000US30013,30013,"Cascade County, Montana",60847,8545,29905,7425,8217,821,9236,2221,5360,1205,4186,1889,2906,1289,30942,1120,8815,547,8687,405,5653,127,4171,41,3616,0
0500000US30029,30029,"Flathead County, Montana",76244,8813,37232,7704,8770,203,12093,1873,7821,1138,5475,2531,3073,1959,39012,1109,9809,0,11876,625,8280,281,5349,203,3698,0
0500000US30031,30031,"Gallatin County, Montana",83226,6194,43115,5747,17941,387,13364,1626,5954,790,3818,1534,2038,1410,40111,447,15242,177,12166,257,6030,13,4020,0,2653,0
0500000US30049,30049,"Lewis and Clark County, Montana",52397,7004,25106,6032,6434,929,8241,1158,4894,836,3663,1902,1874,1207,27291,972,6727,256,8782,534,5272,182,3837,0,2673,0
0500000US30063,30063,"Missoula County, Montana",94015,7675,47578,6960,17584,649,15152,1481,6771,1007,5269,2189,2802,1634,46437,715,16023,52,14097,268,7665,164,5110,110,3542,121
0500000US30111,30111,"Yellowstone County, Montana",120906,12206,58705,11428,16592,640,19749,2908,11025,2488,6822,2832,4517,2560,62201,778,17027,0,19781,123,11108,288,7725,174,6560,193
0500000US31055,31055,"Douglas County, Nebraska",410445,31224,199740,27763,68555,2607,70604,5680,31312,6154,18462,7298,10807,6024,210705,3461,68964,1031,69701,1394,33781,576,21692,304,16567,156
0500000US31109,31109,"Lancaster County, Nebraska",237620,13056,118570,12132,47358,1263,35753,2168,17348,1735,11511,3324,6600,3642,119050,924,44077,13,34410,286,18600,169,12314,300,9649,156
0500000US31153,31153,"Sarpy County, Nebraska",126042,19194,61252,16914,19200,2114,23893,6219,9497,3319,5408,3248,3254,2014,64790,2280,18929,582,24838,1031,9787,471,6382,88,4854,108
0500000US32003,32003,"Clark County, Nevada",1643106,141476,811977,128462,251764,11445,295863,29772,122683,23128,90222,37659,51445,26458,831129,13014,249306,3184,290666,5204,129177,2362,98969,1105,63011,1159
0500000US32031,32031,"Washoe County, Nevada",353701,33103,176502,30053,55216,1794,57653,7103,29839,5222,22884,9687,10910,6247,177199,3050,53098,852,56407,734,30334,990,23023,300,14337,174
0500000US33005,33005,"Cheshire County, New Hampshire",62168,5541,30366,5105,8979,165,8885,1221,6031,690,4074,1453,2397,1576,31802,436,9215,227,9039,11,6065,22,4234,121,3249,55
0500000US33009,33009,"Grafton County, New Hampshire",74152,5445,36514,5140,11501,486,10126,772,6641,455,4825,1983,3421,1444,37638,305,10508,0,10459,211,7327,16,5334,0,4010,78
0500000US33011,33011,"Hillsborough County, New Hampshire",321603,25888,157628,24046,45746,1594,55997,5949,28996,4485,16835,6041,10054,5977,163975,1842,43771,460,56811,546,29428,442,18552,112,15413,282
0500000US33013,33013,"Merrimack County, New Hampshire",119322,11554,58578,10863,16388,369,19379,2284,11119,2818,7416,2937,4276,2455,60744,691,15092,126,19735,122,11553,204,7902,95,6462,144
0500000US33015,33015,"Rockingham County, New Hampshire",241970,21561,118492,20352,29032,1386,42237,4941,24566,4476,14592,4917,8065,4632,123478,1209,27377,83,43819,397,24878,433,16181,128,11223,168
0500000US33017,33017,"Strafford County, New Hampshire",103227,10757,49738,10367,17478,1025,15832,2600,8257,2562,5216,2261,2955,1919,53489,390,18803,118,16137,46,8619,139,5466,0,4464,87
0500000US34001,34001,"Atlantic County, New Jersey",211863,12028,100841,11828,28455,386,33364,1615,18862,2179,12505,3718,7655,3930,111022,200,28783,0,36235,0,20374,72,14463,83,11167,45
0500000US34003,34003,"Bergen County, New Jersey",737461,28178,352143,26692,94034,1371,128888,3173,62567,2720,39015,7952,27639,11476,385318,1486,92460,193,137130,756,67640,63,45250,0,42838,474
0500000US34005,34005,"Burlington County, New Jersey",349425,29316,168977,25923,47426,1664,59149,5675,30934,4221,18827,7677,12641,6686,180448,3393,43454,376,62485,1737,32767,878,22261,184,19481,218
0500000US34007,34007,"Camden County, New Jersey",392596,23135,186340,21596,57330,1843,64652,4002,32077,3530,20148,6153,12133,6068,206256,1539,56993,91,69885,801,35541,160,24278,241,19559,246
0500000US34009,34009,"Cape May County, New Jersey",76897,6638,36813,6142,8117,211,10722,1236,7068,463,6712,2298,4194,1934,40084,496,7398,105,11365,0,7969,0,7578,353,5774,38
0500000US34011,34011,"Cumberland County, New Jersey",117105,5841,59829,5257,19572,244,21668,986,8901,767,6179,1589,3509,1671,57276,584,15796,71,19211,188,9523,160,6945,0,5801,165
0500000US34013,34013,"Essex County, New Jersey",607275,17992,286732,17031,90539,697,109379,2929,45077,3071,25814,4985,15923,5349,320543,961,92111,251,116107,488,51492,82,33478,0,27355,140
0500000US34015,34015,"Gloucester County, New Jersey",226800,15873,108326,14726,32076,716,37722,2872,19729,2652,12267,4651,6532,3835,118474,1147,30525,373,41970,493,20930,75,14427,39,10622,167
0500000US34017,34017,"Hudson County, New Jersey",539114,10940,266257,9760,103822,1180,97535,1991,34239,1608,18847,2543,11814,2438,272857,1180,97428,172,94001,671,37769,169,24160,48,19499,120
0500000US34019,34019,"Hunterdon County, New Jersey",99421,5355,49161,5163,12094,191,16615,851,10821,800,6139,1472,3492,1849,50260,192,10237,0,17942,0,10879,0,6203,192,4999,0
0500000US34021,34021,"Mercer County, New Jersey",291406,11877,141013,11279,45189,923,50054,1810,23235,1856,14068,3595,8467,3095,150393,598,43818,132,50694,62,25201,112,16378,207,14302,85
0500000US34023,34023,"Middlesex County, New Jersey",654773,25656,319289,24173,99992,1346,116000,3838,52070,3352,31310,7713,19917,7924,335484,1483,97005,393,115881,504,55287,238,36445,216,30866,132
0500000US34025,34025,"Monmouth County, New Jersey",490179,26372,235627,24648,61563,626,82795,4544,46358,2973,27995,8355,16916,8150,254552,1724,58711,204,88237,565,48754,338,31775,277,27075,340
0500000US34027,34027,"Morris County, New Jersey",390160,17377,188861,16636,48988,546,69905,2581,34616,1698,21046,4934,14306,6877,201299,741,47102,165,72692,349,36287,142,24318,50,20900,35
0500000US34029,34029,"Ocean County, New Jersey",451676,38260,213281,36364,54938,1898,65906,3525,36926,4604,30941,11235,24570,15102,238395,1896,53477,76,67678,589,40904,538,39575,151,36761,542
0500000US34031,34031,"Passaic County, New Jersey",384455,14234,184529,13675,58691,491,66181,2307,30268,1802,18002,4400,11387,4675,199926,559,59400,48,68080,348,32406,163,22151,0,17889,0
0500000US34033,34033,"Salem County, New Jersey",49557,4076,23889,3833,6098,0,8037,577,4646,660,3086,1590,2022,1006,25668,243,6412,144,8157,0,4791,0,3462,45,2846,54
0500000US34035,34035,"Somerset County, New Jersey",258729,9801,124431,9111,32096,274,47886,1308,23185,923,12559,2451,8705,4155,134298,690,30537,166,51245,274,24162,58,15318,0,13036,192
0500000US34037,34037,"Sussex County, New Jersey",113197,6952,55884,6711,13669,362,19907,980,11772,1261,7074,2398,3462,1710,57313,241,12428,0,20778,125,12119,41,7194,0,4794,75
0500000US34039,34039,"Union County, New Jersey",424059,15065,204032,13880,60891,773,77725,2926,33894,2340,19707,3445,11815,4396,220027,1185,59076,152,80273,745,36854,214,23174,0,20650,74
0500000US34041,34041,"Warren County, New Jersey",84715,5800,41295,5503,10769,387,14272,988,8589,1182,4781,1610,2884,1336,43420,297,9973,0,15108,297,8236,0,5291,0,4812,0
0500000US35001,35001,"Bernalillo County, New Mexico",522410,47124,252199,42240,81020,3307,84183,11164,41612,7359,28404,10890,16980,9520,270211,4884,79948,576,85903,1642,46733,1033,33255,1076,24372,557
0500000US35005,35005,"Chaves County, New Mexico",47426,2451,23466,2392,7876,67,7286,97,3900,535,1941,1047,2463,646,23960,59,6863,0,7610,36,4097,23,2983,0,2407,0
0500000US35013,35013,"Doña Ana County, New Mexico",159827,14039,77867,13208,29508,623,21539,2568,11747,2999,8830,3631,6243,3387,81960,831,27870,153,23929,309,12771,264,9875,3,7515,102
0500000US35025,35025,"Lea County, New Mexico",48500,2664,24582,2252,9123,293,8378,343,3784,335,1826,745,1471,536,23918,412,7859,0,8571,54,3515,215,2277,143,1696,0
0500000US35031,35031,"McKinley County, New Mexico",52437,2384,24101,1957,9050,131,8420,318,3571,540,2046,535,1014,433,28336,427,8925,30,9633,109,4497,92,3117,196,2164,0
0500000US35035,35035,"Otero County, New Mexico",47379,7164,23817,6484,7705,1030,7180,980,3577,1272,3003,1698,2352,1504,23562,680,6504,84,7308,335,4143,156,3140,105,2467,0
0500000US35043,35043,"Sandoval County, New Mexico",107527,11458,51545,10667,14137,1233,17271,3639,9372,1811,7177,2355,3588,1629,55982,791,14358,287,18902,135,10237,108,7703,151,4782,110
0500000US35045,35045,"San Juan County, New Mexico",85384,7979,42202,7555,12841,677,14075,1442,7483,1761,4861,1983,2942,1692,43182,424,12444,33,13680,333,7500,22,5367,36,4191,0
0500000US35049,35049,"Santa Fe County, New Mexico",120801,8491,58242,7602,14346,278,17451,800,11361,1230,9899,3024,5185,2270,62559,889,13942,50,18006,478,12754,75,11336,147,6521,139
0500000US35061,35061,"Valencia County, New Mexico",57223,5602,28664,4829,7836,308,9668,479,5169,1457,3726,1380,2265,1205,28559,773,7469,120,9340,345,5189,37,3911,103,2650,168
0500000US36001,36001,"Albany County, New York",250416,16166,119408,14715,41683,1389,37164,3284,19699,2054,12864,4129,7998,3859,131008,1451,43542,274,38068,816,21414,89,14738,0,13246,272
0500000US36005,36005,"Bronx County, New York",1087250,20671,498421,18250,190404,2248,171532,5096,70039,2824,40710,3346,25736,4736,588829,2421,197335,969,201137,882,85822,275,56488,165,48047,130
0500000US36007,36007,"Broome County, New York",156772,11015,75666,10247,25132,658,21753,1240,13559,2083,8658,2722,6564,3544,81106,768,24074,78,23010,402,13759,223,9982,62,10281,3
0500000US36009,36009,"Cattaraugus County, New York",60038,5444,29551,4952,8186,160,9050,995,5860,979,4048,1482,2407,1336,30487,492,7657,35,9358,259,6051,19,4053,165,3368,14
0500000US36011,36011,"Cayuga County, New York",62429,5776,32284,5097,9405,206,10483,1160,6107,742,3896,1603,2393,1386,30145,679,7719,149,9216,303,5909,178,3920,21,3381,28
0500000US36013,36013,"Chautauqua County, New York",102787,8920,50430,8487,15334,541,14221,1883,9933,1254,6568,2494,4374,2315,52357,433,13891,99,15253,102,9710,43,7098,175,6405,14
0500000US36015,36015,"Chemung County, New York",67998,6852,33881,6214,9390,413,11209,1556,6378,1356,4323,1492,2581,1397,34117,638,8447,250,10782,91,6077,255,4882,12,3929,30
0500000US36019,36019,"Clinton County, New York",67299,6467,34503,5709,11870,334,10687,940,5948,1228,3679,1742,2319,1465,32796,758,10175,132,9620,226,5823,203,4026,35,3152,162
0500000US36027,36027,"Dutchess County, New York",237143,14727,117178,13902,35177,1013,38715,2408,21975,1987,12954,4235,8357,4259,119965,825,32011,0,39341,182,21745,570,15058,38,11810,35
0500000US36029,36029,"Erie County, New York",731512,53803,349521,51108,109561,3696,110446,8542,62734,7763,39721,15879,27059,15228,381991,2695,107442,214,115100,1135,68843,742,46807,285,43799,319
0500000US36045,36045,"Jefferson County, New York",76873,9169,36728,8114,11474,1606,12799,2037,5682,1123,4289,1696,2484,1652,40145,1055,12933,488,12556,437,6433,60,4503,70,3720,0
0500000US36047,36047,"Kings County, New York",2019299,35090,935431,31686,345681,3698,322541,8526,131519,4943,82358,7061,53332,7458,1083868,3404,365918,505,360562,1076,159393,1158,107914,359,90081,306
0500000US36051,36051,"Livingston County, New York",53030,4894,26236,4653,8430,451,8240,959,4597,813,3069,1353,1900,1077,26794,241,8839,0,7468,121,4641,59,3262,0,2584,61
0500000US36053,36053,"Madison County, New York",57737,4100,28472,3552,8892,111,8751,745,5329,760,3440,904,2060,1032,29265,548,8478,0,9019,244,5300,271,3620,0,2848,33
0500000US36055,36055,"Monroe County, New York",589748,36822,280580,33780,90215,2595,88821,7715,48856,3996,31800,9724,20888,9750,309168,3042,91058,473,95235,1473,52937,829,37552,165,32386,102
0500000US36059,36059,"Nassau County, New York",1064886,45148,508709,42949,140997,1021,175587,5549,92428,4653,58760,14056,40937,17670,556177,2199,137747,598,186557,661,99804,138,67588,384,64481,418
0500000US36061,36061,"New York County, New York",1402848,28617,658105,27137,247357,2008,222769,4685,88114,2239,58111,5160,41754,13045,744743,1480,277100,430,223312,147,98573,87,78931,275,66827,541
0500000US36063,36063,"Niagara County, New York",168772,15015,81190,14270,21794,824,26504,3217,16125,2308,10230,5045,6537,2876,87582,745,21473,204,27875,281,16654,260,11681,0,9899,0
0500000US36065,36065,"Oneida County, New York",181888,14875,89644,13426,26677,699,28734,2048,15807,2862,10973,4021,7453,3796,92244,1449,24117,133,28128,493,16778,434,11809,247,11412,142
0500000US36067,36067,"Onondaga County, New York",365545,25438,173542,23970,54052,1643,55903,4614,31294,4021,19206,6878,13087,6814,192003,1468,56427,402,59605,473,33585,347,22582,39,19804,207
0500000US36069,36069,"Ontario County, New York",87346,7282,42040,6420,10829,139,13841,1199,7908,876,6028,2352,3434,1854,45306,862,10784,114,14534,256,8422,200,6244,74,5322,218
0500000US36071,36071,"Orange County, New York",278681,21171,136779,19212,42421,1122,48826,4474,23427,3643,14319,5312,7786,4661,141902,1959,38902,358,50822,770,24279,729,15704,0,12195,102
0500000US36075,36075,"Oswego County, New York",93650,8666,46783,8233,14480,671,15258,2401,8693,1877,5358,1909,2994,1375,46867,433,13476,183,15105,177,8577,73,5632,0,4077,0
0500000US36079,36079,"Putnam County, New York",78650,3910,38957,3677,9694,234,14550,411,7354,388,4856,1527,2503,1117,39693,233,8557,0,14954,47,7749,0,4814,53,3619,133
0500000US36081,36081,"Queens County, New York",1855473,46597,886810,42097,287539,3241,319509,8527,140683,6938,83478,9712,55601,13679,968663,4500,288786,1431,330460,1576,155946,731,103556,316,89915,446
0500000US36083,36083,"Rensselaer County, New York",127768,8697,62572,7959,20087,534,19816,1231,11454,1161,7195,2573,4020,2460,65196,738,19149,251,20505,276,11471,157,7917,0,6154,54
0500000US36085,36085,"Richmond County, New York",370827,16406,176405,15631,52716,901,61788,2691,30617,2224,19703,5304,11581,4511,194422,775,52012,228,66581,271,33982,155,23619,27,18228,94
0500000US36087,36087,"Rockland County, New York",236052,7826,113621,7444,34460,89,38655,856,19111,507,12895,2065,8500,3927,122431,382,32644,52,40556,36,20217,200,14988,45,14026,49
0500000US36089,36089,"St. Lawrence County, New York",87738,7868,44272,7566,15007,506,13286,1431,7623,1415,5135,2064,3221,2150,43466,302,13611,0,12741,111,7342,64,5238,127,4534,0
0500000US36091,36091,"Saratoga County, New York",177856,14073,87039,13437,23110,969,31321,3280,15710,2101,10843,3596,6055,3491,90817,636,21807,153,31740,166,16468,317,12047,0,8755,0
0500000US36093,36093,"Schenectady County, New York",120877,9123,57668,8428,17079,892,19876,1531,10178,1656,6530,2010,4005,2339,63209,695,17539,60,19831,339,11083,268,7678,0,7078,28
0500000US36101,36101,"Steuben County, New York",75787,8381,37202,8086,9600,416,12233,2465,7339,1763,4849,1652,3181,1790,38585,295,9214,16,12383,177,7395,63,5211,0,4382,39
